marker_id	contig	start	end	tier	blastn_identity	cai_score	gc_delta	srna_density	align_coverage	kmer_deviation	presence_pathogenic	presence_non_pathogenic	pangenome_score	anvio_cluster_score	cog_enrichment_score	mean_divergence	flank_conservation_2000bp	marker_score_2000bp	proportion_high_windows	proportion_mid_windows	tier_encoded	label	Cosine_Distance	Delta_CAI
MARKER_0104	NC_002695.2	1292449	1292824	DIVERGED	100.0	0.539198806289457	1.361702127659569	0.3405994550408719	0.993	0.2351115200836776	0.5333	0.0667	0.4667	0.3371	0.0	0.946233	0.706895	7.391811	1.0	0.0	2	1	0.275688	-0.123249
MARKER_0105	NC_002695.2	1305347	1305878	MODERATE	100.0	0.5885550668464883	0.627819548872175	0.3307839388145315	1.0	0.205296436626693	0.0333	0.0333	0.0	0.0495	0.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	0.30991	-0.170182
MARKER_0106	NC_002695.2	1306263	1306694	MODERATE	100.0	0.5776357279006685	2.0462962962962905	0.2860520094562648	0.717	0.2198989549071988	0.4333	0.0	0.4333	0.0645	0.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	0.156348	-0.122373
MARKER_0107	NC_002695.2	1306805	1308328	MODERATE	100.0	0.5898793686205954	2.4028871391076123	0.4211221122112211	1.0	0.131285738891577	0.4	0.1667	0.2333	0.148	0.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	0.191803	-0.122686
MARKER_0108	NC_002695.2	1307668	1308572	DIVERGED	100.0	0.6212776057116596	3.09668508287293	0.4185267857142857	1.0	0.1590607472780442	0.2667	0.0333	0.2333	0.0645	0.0	0.946233	0.706895	7.391811	1.0	0.0	2	1	0.181952	-0.147395
MARKER_0109	NC_002695.2	1308858	1310178	MODERATE	100.0	0.6402091569060551	2.4303557910673703	0.4321646341463415	1.0	0.1016691994218291	0.9667	1.0	-0.0333	-0.0323	0.0	0.946233	0.706895	7.391811	1.0	0.0	1	0	0.121279	-0.010956
MARKER_0110	NC_002695.2	1370558	1371962	MODERATE	100.0	0.6409270252527745	2.813167259786475	0.4204871060171919	1.0	0.0997897977945591	0.7667	0.9	-0.1333	0.3828	0.0	0.964176	0.655141	7.180782	1.0	0.0	1	0	0.206516	-0.199075
MARKER_0111	NC_002695.2	1375491	1377687	MODERATE	100.0	0.5889687054865871	9.626081019572148	0.6083180987202925	1.0	0.1506167785326903	0.3667	0.1333	0.2333	0.2538	0.0	0.964176	0.655141	7.180782	1.0	0.0	1	0	0.225027	-0.19813
MARKER_0112	NC_002695.2	1377836	1381671	MODERATE	100.0	0.6409555146384759	4.332116788321166	0.4789652469297099	1.0	0.0770894353434382	0.6333	0.1667	0.4667	0.2774	0.0	0.964176	0.655141	7.180782	1.0	0.0	1	0	0.213298	-0.153642
MARKER_0113	NC_002695.2	1396186	1399607	MODERATE	100.0	0.6239553839966031	10.231151373465806	0.6132434808086727	1.0	0.140475341536048	0.3667	0.6667	-0.3	0.1758	0.0	0.964176	0.655141	7.180782	1.0	0.0	1	0	0.232579	-0.106754
MARKER_0114	NC_002695.2	1400163	1403768	MODERATE	100.0	0.6465195428046944	3.659733777038269	0.2746733388935223	1.0	0.0713233881892909	0.6333	0.8667	-0.2333	0.3243	0.617	0.964176	0.655141	7.180782	1.0	0.0	1	0	0.118704	-0.113235
MARKER_0115	NC_002695.2	1400361	1400758	DIVERGED	100.0	0.5994950355657498	8.545226130653262	0.1619537275064267	1.0	0.2370794217538179	0.4	0.6667	-0.2667	0.1925	0.403	0.964176	0.655141	7.180782	1.0	0.0	2	1	0.083356	-0.105462
MARKER_0116	NC_002695.2	1405189	1405425	MODERATE	100.0	0.6626243559857798	0.1329113924050631	0.4166666666666667	0.237	0.280563158355964	0.2333	0.0667	0.1667	0.1602	0.0	0.964176	0.655141	7.180782	1.0	0.0	1	0	0.219207	-0.143682
MARKER_0117	NC_002695.2	1418501	1420690	MODERATE	100.0	0.6244318737140551	0.0433789954337839	0.3475469967904631	1.0	0.109556400336964	0.4333	0.1667	0.2667	0.2849	0.0	0.964176	0.655141	7.180782	1.0	0.0	1	0	0.102606	-0.095494
MARKER_0118	NC_002695.2	1423332	1423729	MODERATE	100.0	0.5523641441782927	1.7562814070351749	0.3984575835475578	0.418	0.2223805940760503	0.4667	0.1333	0.3333	0.2903	0.0	0.964176	0.655141	7.180782	1.0	0.0	1	0	0.232922	-0.088768
MARKER_0119	NC_002695.2	1424638	1424959	MODERATE	100.0	0.565720288443624	9.816770186335404	0.6261980830670927	0.852	0.2669586445326222	0.3333	0.0333	0.3	0.2903	0.0	0.964176	0.655141	7.180782	1.0	0.0	1	0	0.236035	-0.097218
MARKER_0120	NC_002695.2	1425141	1425887	MODERATE	100.0	0.6391953521912879	0.0314591700133917	0.3861788617886179	1.0	0.1397633976865457	0.6333	0.2	0.4333	0.4452	0.0	0.964176	0.655141	7.180782	1.0	0.0	1	0	0.197871	-0.049209
MARKER_0121	NC_002695.2	1425142	1425853	DIVERGED	100.0	0.6371698964808661	0.6235955056179776	0.3698435277382645	1.0	0.1497603174821232	0.6333	0.2	0.4333	0.4452	0.0	0.964176	0.655141	7.180782	1.0	0.0	2	1	0.197871	-0.049209
MARKER_0122	NC_002695.2	1427818	1433356	MODERATE	100.0	0.6216127227658889	3.8850875609315736	0.464376130198915	1.0	0.0524865264329728	0.9333	0.9	0.0333	0.3353	0.4809	0.964176	0.655141	7.180782	1.0	0.0	1	0	0.190747	-0.110145
MARKER_0123	NC_002695.2	1429694	1430153	DIVERGED	100.0	0.6465135022388582	1.4565217391304373	0.3458980044345898	0.46	0.1698049270405374	0.5667	0.2	0.3667	0.2903	0.0	0.964176	0.655141	7.180782	1.0	0.0	2	1	0.209812	-0.139486
MARKER_0124	NC_002695.2	1437941	1440849	MODERATE	100.0	0.59589093411523	1.4453420419388152	0.4082758620689655	1.0	0.0939572543557372	0.6333	0.2333	0.4	0.309	0.0	0.964176	0.655141	7.180782	1.0	0.0	1	0	0.155741	-0.133799
MARKER_0125	NC_002695.2	1438008	1439792	DIVERGED	100.0	0.6353896251258386	1.6008403361344603	0.3389639639639639	1.0	0.1253151139740631	0.6	0.2333	0.3667	0.3188	0.0	0.964176	0.655141	7.180782	1.0	0.0	2	1	0.10966	-0.099622
MARKER_0126	NC_002695.2	1441718	1444639	MODERATE	100.0	0.6222126998353242	1.2871321013004788	0.4092001373154823	1.0	0.084398553294122	0.9	0.8333	0.0667	0.455	0.0	0.964176	0.655141	7.180782	1.0	0.0	1	0	0.159639	-0.07671
MARKER_0127	NC_002695.2	1444227	1445279	DIVERGED	100.0	0.5934149080425871	5.530389363722698	0.2404214559386973	1.0	0.2106810378911654	0.7667	0.7	0.0667	0.4763	0.0	0.964176	0.655141	7.180782	1.0	0.0	2	1	0.055623	-0.03563
MARKER_0128	NC_002695.2	1444997	1447141	MODERATE	100.0	0.5593606343574308	6.935897435897431	0.1952247191011236	1.0	0.1452252972390169	0.7667	0.7	0.0667	0.4763	0.0	0.964176	0.655141	7.180782	1.0	0.0	1	0	0.055623	-0.03563
MARKER_0129	NC_002695.2	1447247	1451724	MODERATE	100.0	0.6003927967080575	2.2690933452434123	0.306332512866413	1.0	0.0702534924157212	0.7	0.2	0.5	0.5097	0.0	0.964176	0.655141	7.180782	1.0	0.0	1	0	0.110048	-0.104895
MARKER_0130	NC_002695.2	1451740	1452106	DIVERGED	100.0	0.6287870184092031	2.271117166212534	0.3994413407821229	0.652	0.2117074995506723	0.5667	0.1333	0.4333	0.6366	0.0	0.964176	0.655141	7.180782	1.0	0.0	2	1	0.074662	-0.043796
MARKER_0131	NC_002695.2	1451740	1456940	MODERATE	100.0	0.6386433198898528	2.105268217650448	0.3083590138674884	1.0	0.0683861651871784	0.9667	1.0	-0.0333	0.3596	0.496	0.964176	0.655141	7.180782	1.0	0.0	1	0	0.14683	-0.036169
MARKER_0132	NC_002695.2	1543599	1546065	MODERATE	100.0	0.5883550084919934	5.262869882448314	0.5020341741253052	1.0	0.0933459666530536	0.3667	0.3667	0.0	0.1116	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.20754	-0.113324
MARKER_0133	NC_002695.2	1546181	1546685	DIVERGED	100.0	0.5727702346627835	0.0049504950495062	0.3366935483870967	1.0	0.2641380377782215	0.2	0.0	0.2	0.1269	0.0	0.838307	0.817581	8.046454	1.0	0.0	2	1	0.135995	-0.137396
MARKER_0134	NC_002695.2	1548756	1549047	MODERATE	100.0	0.7246519295295226	4.294520547945204	0.2579505300353357	0.457	0.3081800034528904	0.3	0.1	0.2	0.1919	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.227945	-0.109784
MARKER_0135	NC_002695.2	1548756	1549325	DIVERGED	100.0	0.6655104642390269	1.254385964912288	0.3262032085561497	1.0	0.1872326305894913	0.3667	0.1	0.2667	0.2169	0.0	0.838307	0.817581	8.046454	1.0	0.0	2	1	0.205574	-0.112802
MARKER_0136	NC_002695.2	1549083	1549660	MODERATE	100.0	0.5754165246341417	3.0951557093425635	0.4569420035149384	1.0	0.1689602525143538	0.3333	0.1	0.2333	0.2143	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.168683	-0.114573
MARKER_0137	NC_002695.2	1549893	1550278	MODERATE	100.0	0.6206020574587774	6.199481865284973	0.5543766578249337	1.0	0.2793652822875206	0.4333	0.1	0.3333	0.2032	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.256327	-0.164728
MARKER_0138	NC_002695.2	1551100	1556432	MODERATE	100.0	0.5928094649805856	1.5720045002812668	0.3285123966942149	1.0	0.0428780651672643	0.5667	0.1333	0.4333	0.3252	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.14984	-0.078724
MARKER_0139	NC_002695.2	1555255	1555819	DIVERGED	100.0	0.557108835867567	5.960176991150448	0.2410071942446043	1.0	0.2018932198499926	0.1	0.0333	0.0667	0.1613	0.0	0.838307	0.817581	8.046454	1.0	0.0	2	1	0.112442	-0.079961
MARKER_0140	NC_002695.2	1557461	1558453	MODERATE	100.0	0.6162892598490857	1.4637462235649537	0.3353658536585366	0.926	0.1644673002512	0.1667	0.0333	0.1333	0.161	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.210893	-0.12358
MARKER_0141	NC_002695.2	1560040	1573146	MODERATE	100.0	0.6675694274947386	5.256466010528726	0.2526339899221255	1.0	0.0884407228659973	0.4333	0.0667	0.3667	0.3227	0.6515	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.170589	-0.048158
MARKER_0142	NC_002695.2	1575853	1576569	MODERATE	100.0	0.7365732626074779	7.519525801952575	0.1850282485875706	0.717	0.2298483085879993	0.2	0.0333	0.1667	0.4161	0.42	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.104973	-0.032621
MARKER_0143	NC_002695.2	1577029	1577345	MODERATE	100.0	0.5160642517016677	9.490536277602525	0.5811688311688312	1.0	0.2886787217879959	0.3333	0.0333	0.3	0.2581	1.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.210509	-0.143371
MARKER_0144	NC_002695.2	1577717	1579089	MODERATE	100.0	0.6256844971333503	2.522578295702836	0.3093841642228739	1.0	0.0984170720048924	0.5	0.0333	0.4667	0.2412	1.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.173255	-0.089715
MARKER_0145	NC_002695.2	1587060	1587515	MODERATE	100.0	0.4641864365951284	0.7192982456140342	0.436241610738255	1.0	0.213777432608746	0.8333	0.7333	0.1	0.0699	0.9332	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.166634	-0.120367
MARKER_0146	NC_002695.2	1587759	1590039	MODERATE	100.0	0.5924617652285896	12.49035510740903	0.6698943661971831	1.0	0.2024867209840177	0.9333	1.0	-0.0667	0.1505	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.189466	-0.114071
MARKER_0147	NC_002695.2	1594775	1596029	DIVERGED	100.0	0.594599811611948	0.1414342629482021	0.3523274478330658	1.0	0.113629652259263	0.4333	0.0333	0.4	0.3215	0.0	0.838307	0.817581	8.046454	1.0	0.0	2	1	0.14336	-0.18271
MARKER_0148	NC_002695.2	1595020	1597197	MODERATE	100.0	0.6211508160643264	2.24471992653811	0.4190871369294606	1.0	0.0811709226355694	0.4667	0.1333	0.3333	0.1763	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.159541	-0.169999
MARKER_0149	NC_002695.2	1596440	1596779	DIVERGED	100.0	0.6132264026542125	0.2058823529411739	0.4078549848942598	1.0	0.2233745959111311	0.3333	0.0333	0.3	0.0312	0.0	0.838307	0.817581	8.046454	1.0	0.0	2	1	0.175722	-0.157288
MARKER_0150	NC_002695.2	1597465	1597683	MODERATE	100.0	0.5608564013758025	2.468036529680361	0.3238095238095238	1.0	0.3480067809566963	0.2667	0.0333	0.2333	0.0473	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.174941	-0.101034
MARKER_0151	NC_002695.2	1598289	1601088	MODERATE	100.0	0.5892259806300131	0.9285714285714236	0.3443210318882121	1.0	0.0939087365920886	0.4333	0.1333	0.3	0.0742	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.195661	-0.113893
MARKER_0152	NC_002695.2	1601101	1602425	MODERATE	100.0	0.5973234123392341	1.8773584905660383	0.3077507598784194	1.0	0.1526557036522836	0.4667	0.1667	0.3	0.2484	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.230081	-0.136664
MARKER_0153	NC_002695.2	1601103	1601676	DIVERGED	100.0	0.5393647587077348	4.552264808362374	0.2495575221238938	1.0	0.2363511171752671	0.4667	0.1667	0.3	0.2237	0.0	0.838307	0.817581	8.046454	1.0	0.0	2	1	0.22462	-0.134507
MARKER_0154	NC_002695.2	1604974	1605632	DIVERGED	100.0	0.5928886758877376	7.46661608497724	0.1676923076923077	1.0	0.171527146414554	0.1333	0.0667	0.0667	0.0946	0.0	0.838307	0.817581	8.046454	1.0	0.0	2	1	0.049374	-0.034104
MARKER_0155	NC_002695.2	1606257	1609397	MODERATE	100.0	0.5700189284040086	2.795128939828082	0.2994891443167305	1.0	0.072424523235493	0.4333	0.1333	0.3	0.1333	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.169317	-0.111329
MARKER_0156	NC_002695.2	1609806	1610144	MODERATE	100.0	0.5924313881311131	6.252212389380532	0.5303030303030303	1.0	0.2795351329492069	0.3333	0.0333	0.3	0.0	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	1.0	0.0
MARKER_0157	NC_002695.2	1619858	1621616	MODERATE	100.0	0.6242372679353823	0.1304718590108038	0.3297142857142857	1.0	0.0955554470608875	0.8667	0.7333	0.1333	0.21	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.159702	-0.109472
MARKER_0158	NC_002695.2	1621634	1622051	MODERATE	100.0	0.5850466664779134	10.78708133971292	0.6430317848410758	1.0	0.2840932624946829	0.6667	0.8	-0.1333	-0.007	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.32698	-0.17476
MARKER_0159	NC_002695.2	1623029	1623880	MODERATE	100.0	0.5664319862009783	16.814553990610328	0.7793594306049823	1.0	0.2645796680702774	0.3667	0.5667	-0.2	-0.2118	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.35292	-0.252291
MARKER_0160	NC_002695.2	1624133	1625710	MODERATE	100.0	0.6201964926050442	0.1197718631178688	0.3422562141491396	1.0	0.0878969710249539	0.8333	0.8	0.0333	-0.0015	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.232762	-0.111453
MARKER_0161	NC_002695.2	1626700	1627737	MODERATE	100.0	0.5932677489170401	0.5963391136801519	0.3634596695821185	1.0	0.1105894988789655	0.7333	0.8333	-0.1	0.171	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.221625	-0.10258
MARKER_0162	NC_002695.2	1627037	1627422	DIVERGED	100.0	0.5422125943724898	0.5362694300518172	0.3315649867374005	0.715	0.2003800702331707	0.6	0.3333	0.2667	0.2796	0.0	0.838307	0.817581	8.046454	1.0	0.0	2	1	0.137984	-0.101758
MARKER_0163	NC_002695.2	1627494	1627935	DIVERGED	100.0	0.567984608725902	0.8574660633484115	0.3302540415704388	1.0	0.2209445885718328	0.6667	0.8333	-0.1667	0.1118	0.0	0.838307	0.817581	8.046454	1.0	0.0	2	1	0.178997	-0.093096
MARKER_0164	NC_002695.2	1628403	1629060	DIVERGED	100.0	0.6567167058009046	12.202127659574463	0.6825885978428351	0.958	0.231573130121152	0.5333	0.6333	-0.1	-0.214	0.0	0.838307	0.817581	8.046454	1.0	0.0	2	1	0.431502	-0.190636
MARKER_0165	NC_002695.2	1628552	1629619	MODERATE	100.0	0.5950001799948601	13.51498127340824	0.7006610009442871	1.0	0.195491476012854	0.6333	0.7	-0.0667	-0.1812	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.350152	-0.141072
MARKER_0166	NC_002695.2	1629149	1632560	DIVERGED	100.0	0.5834239693415789	0.1776084407971865	0.3629150749338818	1.0	0.0561843451565196	0.9667	0.8	0.1667	0.0996	0.0	0.838307	0.817581	8.046454	1.0	0.0	2	1	0.145418	-0.063481
MARKER_0167	NC_002695.2	1629670	1630072	MODERATE	100.0	0.5591938865128684	6.579404466501245	0.4923857868020304	0.441	0.3016694846744423	0.9	0.7333	0.1667	0.0	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	1.0	0.0
MARKER_0168	NC_002695.2	1632894	1634582	DIVERGED	100.0	0.554510840683436	8.173771462403792	0.169047619047619	1.0	0.110915210129092	0.7	0.4333	0.2667	0.3263	0.0	0.838307	0.817581	8.046454	1.0	0.0	2	1	0.061026	-0.035428
MARKER_0169	NC_002695.2	1634691	1635119	DIVERGED	100.0	0.7485961266600596	11.271561771561764	0.1285714285714285	0.47	0.2311150356732071	0.7	0.4333	0.2667	0.3763	0.0	0.838307	0.817581	8.046454	1.0	0.0	2	1	0.054702	-0.037215
MARKER_0170	NC_002695.2	1638376	1639447	DIVERGED	100.0	0.6903769757013742	5.1902985074626855	0.2634054562558796	1.0	0.14339791718423	0.8	0.5333	0.2667	0.3272	0.4039	0.838307	0.817581	8.046454	1.0	0.0	2	1	0.095366	-0.049417
MARKER_0171	NC_002695.2	1640581	1648543	MODERATE	100.0	0.6181371201796575	7.254615094813509	0.204676892129746	1.0	0.0857190136428788	0.9	0.6333	0.2667	0.3267	0.42	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.093695	-0.036469
MARKER_0172	NC_002695.2	1648641	1648967	DIVERGED	100.0	0.6654137036547779	4.934250764525991	0.4937106918238994	1.0	0.2619794240228452	0.6333	0.3	0.3333	0.3054	0.0	0.838307	0.817581	8.046454	1.0	0.0	2	1	0.059525	-0.006642
MARKER_0173	NC_002695.2	1648839	1651379	MODERATE	100.0	0.6861409121751771	5.895120031483671	0.2199842022116903	1.0	0.1231078122309846	0.7333	0.7667	-0.0333	0.2735	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.073608	-0.043902
MARKER_0174	NC_002695.2	1651919	1652258	MODERATE	100.0	0.5434450227024761	5.088235294117652	0.2416918429003021	1.0	0.232973039041882	0.5667	0.6	-0.0333	0.3118	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.097562	-0.130116
MARKER_0175	NC_002695.2	1652400	1653141	MODERATE	100.0	0.67640197859558	2.11725067385445	0.3806275579809004	1.0	0.1660123186774302	0.7	0.6333	0.0667	0.178	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.148141	-0.110097
MARKER_0176	NC_002695.2	1661158	1661524	MODERATE	100.0	0.593052947954276	15.077656675749315	0.7625698324022346	0.863	0.3129980706512781	0.6667	0.6667	0.0	0.043	0.0	0.838307	0.817581	8.046454	1.0	0.0	1	0	0.22884	-0.143393
MARKER_0177	NC_002695.2	1685860	1686114	MODERATE	100.0	0.6398704707737195	3.617647058823529	0.2845528455284553	1.0	0.3432645534191846	0.1333	0.0333	0.1	0.571	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.082687	-0.103122
MARKER_0178	NC_002695.2	1731912	1732563	MODERATE	100.0	0.5492655694091869	3.027607361963192	0.286158631415241	1.0	0.2956517968385009	1.0	1.0	0.0	-0.2473	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.317931	-0.237666
MARKER_0179	NC_002695.2	1759423	1761440	MODERATE	100.0	0.5935969843562574	0.8964321110009905	0.3683424589347934	1.0	0.1195872676563536	0.7333	0.1667	0.5667	0.071	0.0	0.615871	0.425179	1.809095	1.0	0.0	1	0	0.06788	-0.058698
MARKER_0180	NC_002695.2	1761943	1762521	DIVERGED	100.0	0.6453388495275884	3.349740932642483	0.4631578947368421	1.0	0.1920071439547194	0.5333	0.0667	0.4667	0.1156	0.0	0.616815	0.408302	2.263428	1.0	0.0	2	1	0.330334	-0.152468
MARKER_0181	NC_002695.2	1763027	1763380	MODERATE	100.0	0.6217985716660127	6.149717514124291	0.4811594202898551	1.0	0.2730694057232361	0.4	0.0667	0.3333	0.1355	0.0	0.616815	0.408302	2.263428	1.0	0.0	1	0	0.237413	-0.106966
MARKER_0182	NC_002695.2	1764421	1766897	MODERATE	100.0	0.5973781595476869	0.0357287040775062	0.3687196110210697	1.0	0.0848863326098453	0.4667	0.7333	-0.2667	0.048	0.0	0.616815	0.408302	2.263428	1.0	0.0	1	0	0.199129	-0.154282
MARKER_0183	NC_002695.2	1767698	1768154	MODERATE	100.0	0.5880970171559964	2.3599562363238533	0.4308035714285714	1.0	0.2197631411473656	0.2667	0.0	0.2667	0.0	0.0	0.616815	0.408302	2.263428	1.0	0.0	1	0	1.0	0.0
MARKER_0184	NC_002695.2	1769283	1777393	MODERATE	100.0	0.5798624475858468	1.3308469979040751	0.3389286595902246	1.0	0.0433370222011169	0.9	0.8667	0.0333	0.3291	0.7093	0.615561	0.411515	2.306434	1.0	0.0	1	0	0.180678	-0.119808
MARKER_0185	NC_002695.2	1774542	1774754	DIVERGED	100.0	0.6446178737111695	2.143192488262912	0.4705882352941176	1.0	0.3459527822000431	0.2667	0.0	0.2667	0.0	0.0	0.615561	0.411515	2.306434	1.0	0.0	2	1	1.0	0.0
MARKER_0186	NC_002695.2	1775014	1775836	DIVERGED	100.0	0.5859743105594919	6.000607533414339	0.2371007371007371	0.873	0.1696501135637337	0.5	0.0333	0.4667	0.4516	0.0	0.615561	0.411515	2.306434	1.0	0.0	2	1	0.079597	-0.046803
MARKER_0187	NC_002695.2	1794510	1800718	MODERATE	100.0	0.6158235535468729	5.595989692382034	0.2430645161290322	1.0	0.0966884485816672	0.7	0.4667	0.2333	0.3153	0.42	0.610606	0.412716	1.971814	1.0	0.0	1	0	0.114582	-0.064683
MARKER_0188	NC_002695.2	1798838	1799182	DIVERGED	100.0	0.666649448832131	2.673913043478258	0.4107142857142857	1.0	0.2230274299488444	0.6	0.2667	0.3333	0.2575	0.0	0.617847	0.447338	2.684037	1.0	0.0	2	1	0.080649	-0.062533
MARKER_0189	NC_002695.2	1800720	1803472	DIVERGED	100.0	0.5731455140841549	13.013621503814022	0.6738338192419825	1.0	0.1886231965543942	0.3667	0.0	0.3667	0.3226	0.0	0.617847	0.447338	2.684037	1.0	0.0	2	1	0.308697	-0.218271
MARKER_0190	NC_002695.2	1801601	1804652	MODERATE	100.0	0.5554389021261806	10.133027522935777	0.6151823858034834	1.0	0.1490417188102196	0.4	0.0	0.4	0.3548	0.0	0.617847	0.447338	2.684037	1.0	0.0	1	0	0.280897	-0.239106
MARKER_0191	NC_002695.2	1804760	1807056	MODERATE	100.0	0.5952697596736071	9.054636482368302	0.583041958041958	1.0	0.1355546675618333	0.4333	0.0333	0.4	0.3384	0.9332	0.617847	0.447338	2.684037	1.0	0.0	1	0	0.269619	-0.146699
MARKER_0192	NC_002695.2	1806392	1806891	DIVERGED	100.0	0.5766229741577451	2.700000000000003	0.2830957230142566	1.0	0.1867497788744727	0.4333	0.0333	0.4	0.3543	0.9332	0.617847	0.447338	2.684037	1.0	0.0	2	1	0.170405	-0.060016
MARKER_0193	NC_002695.2	1812652	1813783	MODERATE	100.0	0.6113590088777292	1.2067137809187258	0.3944790739091718	1.0	0.1174673754818848	0.2333	0.1333	0.1	0.0	0.0	0.617847	0.447338	2.684037	1.0	0.0	1	0	1.0	0.0
MARKER_0194	NC_002695.2	1815232	1815468	MODERATE	100.0	0.6122137111363942	9.993670886075948	0.5833333333333334	1.0	0.3394240490111797	0.3	0.0333	0.2667	0.0	0.0	0.617847	0.447338	2.684037	1.0	0.0	1	0	1.0	0.0
MARKER_0195	NC_002695.2	1826732	1828572	MODERATE	100.0	0.5868288010092304	0.0160239000543214	0.3542576419213973	1.0	0.0929856270491019	0.9667	1.0	-0.0333	-0.0468	0.0	0.611835	0.720163	2.739167	1.0	0.0	1	0	0.044714	-0.062294
MARKER_0196	NC_002695.2	1915139	1915466	DIVERGED	100.0	0.6168255735481182	7.81707317073171	0.5454545454545454	1.0	0.236615122878653	0.9667	0.9333	0.0333	-0.1527	0.0	0.0	0.5	0.0	0.0	0.0	2	1	0.098371	-0.068997
MARKER_0197	NC_002695.2	1915139	1915466	MODERATE	100.0	0.6168255735481182	7.81707317073171	0.5454545454545454	1.0	0.236615122878653	0.9667	0.9333	0.0333	-0.1527	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.098371	-0.068997
MARKER_0198	NC_002695.2	1925272	1926689	DIVERGED	100.0	0.6179319210979233	1.1220028208744708	0.339957416607523	1.0	0.1296771968502472	0.2667	0.4333	-0.1667	-0.4376	0.0	0.0	0.5	0.0	0.0	0.0	2	1	0.077122	-0.066778
MARKER_0199	NC_002695.2	1925507	1926689	MODERATE	100.0	0.6923117366936525	0.8102282333051534	0.348381601362862	1.0	0.1304627146895017	0.2667	0.4333	-0.1667	-0.4376	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.077122	-0.066778
MARKER_0200	NC_002695.2	1926987	1928233	MODERATE	100.0	0.582301326086595	8.88011226944667	0.5694668820678513	1.0	0.1909445535837988	0.2333	0.6	-0.3667	-0.3985	0.0	0.0	0.5	0.0	0.0	0.0	1	0	0.287992	-0.11294
MARKER_0201	NC_002695.2	1927601	1928104	DIVERGED	100.0	0.6411472368659887	7.047619047619044	0.5111111111111111	1.0	0.2183722190225686	0.2333	0.6	-0.3667	-0.3565	0.0	0.0	0.5	0.0	0.0	0.0	2	1	0.413117	-0.124718
MARKER_0202	NC_002695.2	1930096	1934330	MODERATE	100.0	0.621826828422095	1.999409681227867	0.4110269758637009	1.0	0.0761927960217976	0.7333	0.5667	0.1667	0.1595	0.0	0.939818	0.650945	6.534032	1.0	0.0	1	0	0.230781	-0.085067
MARKER_0203	NC_002695.2	1934566	1934873	MODERATE	100.0	0.5822630454199441	2.123376623376622	0.4448160535117056	1.0	0.2633951997335034	0.1333	0.0333	0.1	0.0	0.0	0.939818	0.650945	6.534032	1.0	0.0	1	0	1.0	0.0
MARKER_0204	NC_002695.2	1939076	1940479	MODERATE	100.0	0.5996367873527635	1.1410256410256352	0.3971326164874552	1.0	0.0906412923761924	0.1	0.0667	0.0333	0.1161	0.0	0.939818	0.650945	6.534032	1.0	0.0	1	0	0.126234	-0.115399
MARKER_0205	NC_002695.2	1940663	1941661	MODERATE	100.0	0.5524603596757173	3.153653653653656	0.2828282828282828	1.0	0.1169682607274512	0.2667	0.0333	0.2333	0.2247	0.0	0.939818	0.650945	6.534032	1.0	0.0	1	0	0.16509	-0.05332
